accession,domain,family,genome_type,host,isolate,order,size,subfamily,subgenome_type,topology,virus
NC_031124,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc#155,,,76012,,unclassified Bronvirus,linear,Mycobacterium phage Gardann
NC_031102,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,42429,,unclassified Liefievirus,linear,Mycobacterium phage Sneeze
NC_031035,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,61626,,unclassified Timquatrovirus,linear,Mycobacterium phage Gengar
NC_029093,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,75796,,unclassified Kostyavirus,linear,Mycobacterium phage Mindy
NC_029079,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,75339,,unclassified Kostyavirus,linear,Mycobacterium phage Dusk
NC_028979,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,57253,,unclassified Timquatrovirus,linear,Mycobacterium phage Cheetobro
NC_028978,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,60609,,unclassified Timquatrovirus,linear,Mycobacterium phage Murucutumbu
NC_028947,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,62738,,unclassified Timquatrovirus,linear,Mycobacterium phage Kratio
NC_028936,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,59052,,unclassified Timquatrovirus,linear,Mycobacterium phage Enkosi
NC_028922,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,45161,,unclassified Liefievirus,linear,Mycobacterium phage Cambiare
NC_028878,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,76271,,unclassified Bronvirus,linear,Mycobacterium phage Archie
NC_028861,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,44576,,unclassified Liefievirus,linear,Mycobacterium phage FlagStaff
NC_028846,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,61081,,unclassified Timquatrovirus,linear,Mycobacterium phage ShedlockHolmes
NC_028843,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,75816,,unclassified Bronvirus,linear,Mycobacterium phage Lolly9
NC_028832,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,61511,,unclassified Timquatrovirus,linear,Mycobacterium phage Omnicron
NC_028813,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,57766,,unclassified Cheoctovirus,linear,Mycobacterium phage Seagreen
NC_028798,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,50882,,unclassified Fromanvirus,linear,Mycobacterium phage MarQuardt
NC_028792,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,56826,,unclassified Cheoctovirus,linear,Mycobacterium phage Kimberlium
NC_028791,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,44492,,unclassified Liefievirus,linear,Mycobacterium phage MOOREtheMARYer
NC_028785,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,72790,,unclassified Kostyavirus,linear,Mycobacterium phage NelitzaMV
NC_028778,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,75626,,unclassified Bronvirus,linear,Mycobacterium phage Snenia
NC_028759,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,58065,,unclassified Timquatrovirus,linear,Mycobacterium phage Mufasa
NC_028757,Viruses,Siphoviridae,Caudovirales,Mycobacterum smegmatis mc2 155,,,50768,,unclassified Fromanvirus,linear,Mycobacterium phage Tiffany
NC_028751,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2155,,,58671,,unclassified Cheoctovirus,linear,Mycobacterium phage Quico
NC_028687,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,51637,,unclassified Fromanvirus,linear,Mycobacterium phage Iracema64
NC_027365,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,58076,,Timquatrovirus,linear,Mycobacterium virus Fionnbarth
NC_026604,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,53636,,unclassified Cheoctovirus,linear,Mycobacterium phage Cerasum
NC_026603,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,61251,,unclassified Timquatrovirus,linear,Mycobacterium phage Keshu
NC_026598,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,58211,,unclassified Timquatrovirus,linear,Mycobacterium phage Milly
NC_026593,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,59419,,unclassified Cheoctovirus,linear,Mycobacterium phage BuzzLyseyear
NC_026591,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,44716,,unclassified Fromanvirus,linear,Mycobacterium phage Trike
NC_026588,Viruses,Siphoviridae,Caudovirales,Mycobacteruim smegmatis mc2 155,,,60285,,unclassified Cheoctovirus,linear,Mycobacterium phage Squirty
NC_024366,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,62661,,unclassified Timquatrovirus,linear,Mycobacterium phage OkiRoe
NC_024147,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,57315,,unclassified Timquatrovirus,linear,Mycobacterium phage ZoeJ
NC_023747,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,59672,,unclassified Timquatrovirus,linear,Mycobacterium phage BarrelRoll
NC_023732,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,69279,,Bronvirus,linear,Mycobacterium virus Rumpelstiltskin
NC_023724,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,62991,,Timquatrovirus,linear,Mycobacterium virus Larva
NC_023721,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,54411,,Cheoctovirus,linear,Mycobacterium virus Drago
NC_023705,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,41650,,Liefievirus,linear,Mycobacterium virus Liefie
NC_023689,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,76260,,unclassified Kostyavirus,linear,Mycobacterium phage Lilac
NC_023498,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,62466,,unclassified Timquatrovirus,linear,Mycobacterium phage Validus
NC_022988,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,74210,,unclassified Kostyavirus,linear,Mycobacterium phage Bruin
NC_022981,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,76323,,unclassified Kostyavirus,linear,Mycobacterium phage HufflyPuff
NC_022976,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,75894,,unclassified Kostyavirus,linear,Mycobacterium phage Nala
NC_022969,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,76217,,unclassified Kostyavirus,linear,Mycobacterium phage PhatBacter
NC_022085,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,76483,,unclassified Kostyavirus,linear,Mycobacterium phage Goku
NC_022071,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegamtis mc2 155,,,76129,,unclassified Bronvirus,linear,Mycobacterium phage Crossroads
NC_022065,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,74533,,unclassified Kostyavirus,linear,Mycobacterium phage Contagion
NC_022060,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,54314,,unclassified Cheoctovirus,linear,Mycobacterium phage Velveteen
NC_022059,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,77367,,unclassified Kostyavirus,linear,Mycobacterium phage DrDrey
NC_022055,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,59179,,unclassified Cheoctovirus,linear,Mycobacterium phage Bobi
NC_022052,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegamtis mc2 155,,,76050,,unclassified Bronvirus,linear,Mycobacterium phage Whirlwind
NC_021538,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,59626,,unclassified Cheoctovirus,linear,Mycobacterium phage Job42
NC_021311,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,76479,,unclassified Kostyavirus,linear,Mycobacterium phage Phaux
NC_021309,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,74711,,unclassified Kostyavirus,linear,Mycobacterium phage Phrux
NC_021305,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,76179,,unclassified Kostyavirus,linear,Mycobacterium phage Murphy
NC_021299,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,80955,,unclassified Bongovirus,linear,Mycobacterium phage PegLeg
NC_015584,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,75960,,Bronvirus,linear,Mycobacterium virus Faith1
NC_014461,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,73453,,Bronvirus,linear,Mycobacterium virus Bron
NC_014458,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,59598,,Timquatrovirus,linear,Mycobacterium virus Angelica
NC_012788,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,41441,,unclassified Liefievirus,linear,Mycobacterium phage Angel
NC_042133,Viruses,Herelleviridae,Caudovirales,Bacillus subtilis,,,146698,,Bacillus virus SIOphi,linear,Bacillus phage SIOphi
NC_027355,Viruses,Herelleviridae,Caudovirales,Bacillus cereus JCM 2152,BCP8-2,,159071,,Caeruleovirus,linear,Bacillus phage BCP8-2
NC_027352,Viruses,Herelleviridae,Caudovirales,Bacillus cereus ATCC 14579,,,159492,,Caeruleovirus,linear,Bacillus phage JBP901
NC_027335,Viruses,Herelleviridae,Caudovirales,Enterococcus faecalis,ECP3,,145518,,Enterococcus virus ECP3,linear,Enterococcus phage ECP3
NC_025426,Viruses,Herelleviridae,Caudovirales,Staphylococcus aureus XN108,,,140807,,Kayvirus,linear,Staphylococcus phage P108
NC_020081,Viruses,Herelleviridae,Caudovirales,Bacillus pumilus GL1,,,149844,,Agatevirus,linear,Bacillus phage phiAGATE
NC_015253,Viruses,Herelleviridae,Caudovirales,Brochothrix thermosphacta HER1187,,,127065,,Brochothrix virus A9,linear,Brochothrix phage A9
NC_009904,Viruses,Herelleviridae,Caudovirales,Enterococcus faecalis,,,142072,,unclassified Kochikohdavirus,circular,Enterococcus phage phiEF24C
NC_007021,Viruses,Herelleviridae,Caudovirales,Staphylococcus aureus,,,130706,,Twortvirus,linear,Staphylococcus virus Twort
NC_006565,Viruses,Herelleviridae,Caudovirales,Lactobacillus plantarum,,,131522,,,circular,Lactobacillus virus LP65
NC_042140,Viruses,Herelleviridae,Caudovirales,Bacillus megaterium,,,165213,,Caeruleovirus,linear,Bacillus virus BM15
NC_042048,Viruses,Herelleviridae,Caudovirales,Listeria monocytogenes,,,138036,,Listeria virus LMTA34,linear,Listeria phage LMTA-34
NC_041862,Viruses,Herelleviridae,Caudovirales,Listeria monocytogenes,,,135279,,Listeria virus LP064,linear,Listeria phage LP-064
NC_031056,Viruses,Herelleviridae,Caudovirales,Bacillus cereus BtB2-4,,,157501,,Caeruleovirus,linear,Bacillus phage Deep Blue
NC_030933,Viruses,Herelleviridae,Caudovirales,Staphylococcus aureus,,,133798,,Silviavirus,linear,Staphylococcus phage Stau2
NC_030925,Viruses,Myoviridae,Caudovirales,Bacillus sp. MGK1/ERV9,,,138081,,Bacillus virus Shbh1,linear,Bacillus phage Shbh1
NC_029121,Viruses,Herelleviridae,Caudovirales,Bacillus pumilus GR8,,,151417,,Agatevirus,circular,Bacillus phage Bp8p-C
NC_029026,Viruses,Herelleviridae,Caudovirales,Enterococcus faecalis,,,130952,,Enterococcus virus EFLK1,circular,Enterococcus phage EFLK1
NC_029009,Viruses,Herelleviridae,Caudovirales,Enterococcus faecalis,,,147589,,Enterococcus virus EFDG1,circular,Enterococcus phage EFDG1
NC_028890,Viruses,Herelleviridae,Caudovirales,Bacillus thuringiensis subsp. kurstaki,,,162486,,Tsarbombavirus,linear,Bacillus phage TsarBomba
NC_028765,Viruses,Herelleviridae,Caudovirales,Staphylococcus sp.,,,142348,,Kayvirus,linear,Staphylococcus phage phiIPLA-RODI
NC_027374,Viruses,Herelleviridae,Caudovirales,Bacillus megaterium,,,161239,,Bacillus virus Moonbeam,linear,Bacillus phage Moonbeam
NC_027366,Viruses,Herelleviridae,Caudovirales,Bacillus megaterium,,,164302,,Bacillus virus Mater,linear,Bacillus phage Mater
NC_025440,Viruses,Herelleviridae,Caudovirales,Listeria monocytogenes,,,134369,,Listeria virus WIL1,linear,Listeria phage WIL-1
NC_025416,Viruses,Herelleviridae,Caudovirales,Staphylococcus aureus BCP88,,,141907,,Kayvirus,linear,Staphylococcus phage MCE-2014
NC_024792,Viruses,Herelleviridae,Caudovirales,Bacillus thuringiensis subspecies Kurstaki,,,160281,,Agatevirus,linear,Bacillus phage Bobb
NC_024787,Viruses,Herelleviridae,Caudovirales,Listeria monocytogenes,,,132541,,Listeria virus LMTA148,linear,Listeria phage LMTA-148
NC_024383,Viruses,Herelleviridae,Caudovirales,Listeria monocytogenes,,,135831,,Listeria virus LP083-2,linear,Listeria phage LP-083-2
NC_024359,Viruses,Herelleviridae,Caudovirales,Listeria monocytogenes,,,133048,,Listeria virus LP048,linear,Listeria phage LP-048
NC_024364,Viruses,Herelleviridae,Caudovirales,Listeria monocytogenes,,,131952,,Listeria virus List36,linear,Listeria phage List-36
NC_024360,Viruses,Herelleviridae,Caudovirales,Listeria monocytogenes,,,138036,,Listeria virus LMSP25,linear,Listeria phage LMSP-25
NC_005880,Viruses,Herelleviridae,Caudovirales,Staphylococcus aureus,,,148317,,Kayvirus,linear,Staphylococcus virus K
NC_024216,Viruses,Herelleviridae,Caudovirales,Bacillus thuringiensis,,,160541,,Bastillevirus,linear,Bacillus phage CAM003
NC_024137,Viruses,Herelleviridae,Caudovirales,Bacillus cereus,,,152778,,Caeruleovirus,linear,Bacillus phage Bcp1
NC_023009,Viruses,Herelleviridae,Caudovirales,Staphylococcus aureus,,,127188,,Staphylococcus virus Sb1,linear,Staphylococcus phage Sb1
NC_022761,Viruses,Herelleviridae,Caudovirales,Bacillus subtilis,,,146193,,Okubovirus,linear,Bacillus phage CampHawk
NC_022090,Viruses,Herelleviridae,Caudovirales,Staphylococcus aureus (phage propagation strain 47),,,134643,,Silviavirus,linear,Staphylococcus phage vB_SauM_Remus
NC_020873,Viruses,Herelleviridae,Caudovirales,Bacillus cereus,,,158621,,Caeruleovirus,linear,Bacillus phage vB_BceM_Bc431v3
NC_020871,Viruses,Herelleviridae,Caudovirales,Listeria monocytogenes CRIFS culture collection code: C519,,,133057,,Listeria virus AG20,linear,Listeria phage vB_LmoM_AG20
NC_019726,Viruses,Herelleviridae,Caudovirales,Staphylococcus aureus,,,141836,,Kayvirus,circular,Staphylococcus phage JD007
NC_019511,Viruses,Herelleviridae,Caudovirales,Staphylococcus aureus,,,136326,,Silviavirus,linear,Staphylococcus virus SA11
NC_019448,Viruses,Herelleviridae,Caudovirales,Staphylococcus aureus,,,139806,,Kayvirus,linear,Staphylococcus phage GH15
NC_018860,Viruses,Herelleviridae,Caudovirales,Bacillus cereus,,,156176,,Tsarbombavirus,circular,Bacillus phage BCP78
NC_018857,Viruses,Herelleviridae,Caudovirales,Bacillus cereus,,,158305,,Wphvirus,circular,Bacillus phage BPS13
NC_018856,Viruses,Herelleviridae,Caudovirales,Bacillus cereus HER1399,,,153962,,Bastillevirus,circular,Bacillus phage Bastille
NC_016563,Viruses,Herelleviridae,Caudovirales,Bacillus cereus,,,156897,,Wphvirus,linear,Bacillus phage W.Ph.
NC_009811,Viruses,Herelleviridae,Caudovirales,Listeria monocytogenes,,,137619,,Pecentumvirus,linear,Listeria virus A511
NC_007610,Viruses,Herelleviridae,Caudovirales,Listeria monocytogenes,,,131384,,Pecentumvirus,linear,Listeria virus P100
NC_007066,Viruses,Herelleviridae,Caudovirales,Staphylococcus aureus,,,138715,,Kayvirus,linear,Staphylococcus virus G1
NC_042064,Viruses,Siphoviridae,Caudovirales,Salmonella enterica,,,1623,,Nonanavirus,linear,Salmonella phage SP069
NC_042063,Viruses,Siphoviridae,Caudovirales,Salmonella enterica,,,13598,,Nonanavirus,linear,Salmonella phage SP069
NC_042062,Viruses,Siphoviridae,Caudovirales,Salmonella enterica,,,41391,,Nonanavirus,linear,Salmonella phage SP069
NC_042139,Viruses,Siphoviridae,Caudovirales,"Corynebacterium vitaeruminis CAG1, a derivative of (NCIB9291)",,,40353,,Corynebacterium virus Poushou,linear,Corynebacterium phage Poushou
NC_042137,Viruses,Siphoviridae,Caudovirales,Acinetobacter baumannii ATCC 17978,,,41308,,,linear,Acinetobacter phage vB_AbaS_Loki
NC_042136,Viruses,Myoviridae,Caudovirales,Vibrio harveyi,,,236053,,Vibrio virus VP4B,circular,Vibrio phage VP4B
NC_042134,Viruses,Siphoviridae,Caudovirales,Enterococcus faecalis 8413,,,41257,,Enterococcus virus AUEF3,linear,Enterococcus phage AUEF3
NC_042132,Viruses,Siphoviridae,Caudovirales,Gordonia terrae NRRL B-16283,,,61670,,Gordonia virus Sour,linear,Gordonia phage Sour
NC_042131,Viruses,Podoviridae,Caudovirales,Pectobacterium atrosepticum DSM 30186,,,44549,,Pectobacterium virus CB5,linear,Pectobacterium phage vB_PatP_CB5
NC_042130,Viruses,Myoviridae,Caudovirales,Escherichia coli,,,167298,,Escherichia virus slur04,linear,Escherichia phage slur04
NC_042129,Viruses,Myoviridae,Caudovirales,Escherichia coli,,,167467,,Escherichia virus slur03,linear,Escherichia phage slur03
NC_042128,Viruses,Myoviridae,Caudovirales,Escherichia coli,,,115154,,Escherichia virus RCS47,circular,Escherichia phage RCS47
NC_042127,Viruses,Siphoviridae,Caudovirales,Enterococcus faecalis,,,40836,,Enterococcus virus AL2,linear,Enterococcus phage vB_EfaS_AL2
NC_042126,Viruses,Siphoviridae,Caudovirales,Enterococcus faecalis,,,40789,,unclassified Efquatrovirus,linear,Enterococcus phage vB_EfaS_AL3
NC_042125,Viruses,Siphoviridae,Caudovirales,Enterococcus faecalis,,,40934,,Enterococcus virus LY0322,linear,Enterococcus phage LY0322
NC_042124,Viruses,Podoviridae,Caudovirales,Acinetobacter baumannii,,,39964,,unclassified Friunavirus,linear,Acinetobacter phage vB_AbaP_D2
NC_042123,Viruses,Siphoviridae,Caudovirales,Gordonia terrae ATCC3612,,,52856,,unclassified Soupsvirus,linear,Gordonia phage Waits
NC_042122,Viruses,Siphoviridae,Caudovirales,Enterobacter cloacae,,,51894,,Enterobacter virus EcL1,linear,Enterobacter phage Ec_L1
NC_042121,Viruses,,Corticoviridae,Pseudoalteromonas sp. 6751,,,10584,,Pseudoalteromonas virus Cr39582,circular,Pseudoalteromonas phage Cr39582
NC_042120,Viruses,Siphoviridae,Caudovirales,Pantoea agglomerans,,,61437,,Pantoea virus Vid5,linear,Pantoea phage vB_PagS_Vid5
NC_042119,Viruses,Siphoviridae,Caudovirales,Microbacterium foliorum NRRL B-24224 SEA,,,39307,,Microbacterium virus Pikmin,linear,Microbacterium phage Pikmin
NC_042118,Viruses,Siphoviridae,Caudovirales,Microbacterium foliorum NRRL B-24224 SEA,,,39403,,Microbacterium virus Koji,linear,Microbacterium phage Koji
NC_042117,Viruses,Siphoviridae,Caudovirales,Microbacterium foliorum NRRL B-24224 SEA,,,39640,,Microbacterium virus Golden,linear,Microbacterium phage Golden
NC_042115,Viruses,Siphoviridae,Caudovirales,Pseudomonas aeruginosa,,,58139,,Abidjanvirus,linear,Pseudomonas phage vB_PaeS_PAO1_Ab19
NC_042114,Viruses,Podoviridae,Caudovirales,Streptococcus pneumoniae,,,19741,,Cepunavirus,linear,Streptococcus phage CP-7
NC_042113,Viruses,Myoviridae,Caudovirales,Pseudomonas aeruginosa,,,93848,,Pakpunavirus,linear,Pseudomonas phage vB_PaeM_C2-10_Ab02
NC_042112,Viruses,Myoviridae,Caudovirales,Campylobacter jejuni,,,132454,,Fletchervirus,linear,Campylobacter virus CP81
NC_042111,Viruses,Siphoviridae,Caudovirales,Microbacterium foliorum NRRL B-24224 SEA,,,41525,,Microbacterium virus Ilzat,linear,Microbacterium phage Ilzat
NC_042110,Viruses,Siphoviridae,Caudovirales,Microbacterium foliorum NRRL B-24224 SEA,,,41934,,Microbacterium virus Hamlet,linear,Microbacterium phage Hamlet
NC_042109,Viruses,Siphoviridae,Caudovirales,Microbacterium foliorum NRRL B-24224 SEA,,,40366,,Microbacterium virus Eleri,linear,Microbacterium phage Eleri
NC_042108,Viruses,Siphoviridae,Caudovirales,Gordonia terrae 3612,,,58842,,Gordonia virus Brandonk123,linear,Gordonia phage Brandonk123
NC_042107,Viruses,Podoviridae,Caudovirales,Pseudomonas tolaasii NCPPB 2192,,,45058,,Pseudomonas virus NV1,linear,Pseudomonas phage NV1
NC_042106,Viruses,Siphoviridae,Caudovirales,Streptomyces lividans JI1326,,,56341,,Streptomyces virus Bing,linear,Streptomyces phage Bing
NC_042105,Viruses,Siphoviridae,Caudovirales,Streptomyces viridochromogenes DSM40736,,,127084,,,linear,Streptomyces phage BillNye
NC_042104,Viruses,Podoviridae,Caudovirales,Pseudomonas sp. CT12,,,41651,,Pseudomonas virus PollyC,linear,Pseudomonas phage PollyC
NC_042103,Viruses,Podoviridae,Caudovirales,Pseudomonas sp. CT12,,,45936,,Pseudomonas virus Bjorn,linear,Pseudomonas phage Bjorn
NC_042102,Viruses,Siphoviridae,Caudovirales,Gordonia terrea 3612,,,45909,,Gordonia virus Troje,linear,Gordonia phage Troje
NC_042101,Viruses,Siphoviridae,Caudovirales,Enterococcus faecalis FAIR-E238,,,41489,,Enterococcus virus PMBT2,linear,Enterococcus phage PMBT2
NC_042100,Viruses,Myoviridae,Caudovirales,Vibrio alginolyticus V1,,,237722,,Vibrio virus Aphrodite1,linear,Vibrio phage Aphrodite1
