Genus_species,Domain,Phylum,Class,Order,Family,Genus
Arcanobacterium_haemolyticum,Bacteria,Actinobacteria,Actinobacteria,Actinomycteales,Actinomycetaceae,Arcanobacterium
Archaeoglobus_fulgidus,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus
Archaeoglobus_profundus,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus
Archaeoglobus_sulfaticallidus,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus
Archaeoglobus_veneficus,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus
Archaeon_AArc,NA,NA,NA,NA,NA,NA
Archangium_gephyra,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium
Arcobacter_bivalviorum,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Acrobacter
Arcobacter_butzleri,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Acrobacter
Arcobacter_cryaerophilus,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Acrobacter
Arcobacter_ellisii,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Acrobacter
Arcobacter_halophilus,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Acrobacter
Arcobacter_marinus,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Acrobacter
Arcobacter_molluscorum,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Acrobacter
Arcobacter_mytili,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Acrobacter
Arcobacter_nitrofigilis,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Acrobacter
Arcobacter_skirrowii,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Acrobacter
Arcobacter_sp,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Acrobacter
Arcobacter_suis,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Acrobacter
Arcobacter_trophiarum,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Acrobacter
Arcticibacterium_luteifluviistationis,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Arcticibacterium
Ardenticatena_sp,Bacteria,Chloroflexi,Ardenticatenia,Ardenticatenales,Ardenticatenaceae,Ardenticatena
Arenibacter_algicola,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Arenibacter
Arsenicicoccus_sp,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Arsenicicoccus
Arsenophonus_endosymbiont,NA,NA,NA,NA,NA,NA
Arsenophonus_symbiont,NA,NA,NA,NA,NA,NA
Arthrobacter_alpinus,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
Arthrobacter_arilaitensis,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
Arthrobacter_crystallopoietes,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
Arthrobacter_sp,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
Arthrospira_sp,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Arthrospira
assembled_to,NA,NA,NA,NA,NA,NA
Asticcacaulis_excentricus,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis
Atlantibacter_hermannii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter
Atopobium_parvulum,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
Aurantimicrobium_minutum,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Aurantimicrobium
Aurantimicrobium_sp,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Aurantimicrobium
Aureimonas_sp,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas
Aureitalea_sp,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureitalea
Auricoccus_indicus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Auricoccus
Auritidibacter_sp,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Auritidibacter
Austwickia_chelonae,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermatophilaceae,Austwickia
Avibacterium_paragallinarum,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
Avibacterium_volantium,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
Azoarcus_aromaticum,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus
Azoarcus_communis,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus
Azoarcus_olearius,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus
Azoarcus_sp,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus
Azorhizobium_caulinodans,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium
Azospirillum_brasilense,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodosipiralles,Rhodospirillaceae,Azospirillum
Azospirillum_lipoferum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodosipiralles,Rhodospirillaceae,Azospirillum
Azospirillum_sp,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodosipiralles,Rhodospirillaceae,Azospirillum
Azospirillum_thiophilum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodosipiralles,Rhodospirillaceae,Azospirillum
Azotobacter_chroococcum,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azobacter
Azotobacter_vinelandii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azobacter
Bacillus_albus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_altitudinis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_amyloliquefaciens,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_anthracis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_aryabhattai,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_asahii,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_atrophaeus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_beveridgei,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_bombysepticus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_butanolivorans,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_cellulasensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_cellulosilyticus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_circulans,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_clausii,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_coagulans,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_cohnii,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_cytotoxicus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_filamentosus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_flexus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_foraminis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_freudenreichii,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_gibsonii,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_glycinifermentans,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_halodurans,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_halotolerans,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_horikoshii,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_infantis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_kochii,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_krulwichiae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_lehensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_lentus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_licheniformis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_litoralis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_marisflavi,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_mesonae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_methanolicus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_methylotrophicus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_mobilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_muralis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_mycoides,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_oceanisediminis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_paralicheniformis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_pseudofirmus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_pseudomycoides,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_pumilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_safensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_siamensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_simplex,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_smithii,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_sonorensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_sp,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_subtilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_thermoamylovorans,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_thermocopriae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_toyonensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_vallismortis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_velezensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_weihaiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_weihenstephanensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus_xiamenensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Bacillus],NA,NA,NA,NA,NA,NA
Bacterioplanes_sanyensis,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacterioplanes
Bacteriovorax_marinus,Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax
Bacteriovorax_stolpii,Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax
Bacterium_GD,NA,NA,NA,NA,NA,NA
Bacteroidales_bacterium,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA
Bacteroides_caccae,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Bacteroides_caecimuris,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Bacteroides_cellulosilyticus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Bacteroides_dorei,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Bacteroides_fragilis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Bacteroides_helcogenes,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Bacteroides_heparinolyticus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Bacteroides_ovatus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Bacteroides_salanitronis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Bacteroides_thetaiotaomicron,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Bacteroides_vulgatus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Bacteroides_zoogleoformans,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Barnesiella_viscericola,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella
Bartonella_ancashensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella
Bartonella_apis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella
Bartonella_australis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella
Bartonella_bacilliformis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella
Bartonella_clarridgeiae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella
Bartonella_elizabethae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella
Bartonella_grahamii,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella
Bartonella_henselae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella
Bartonella_quintana,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella
Bartonella_sp,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella
Bartonella_tribocorum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella
Bartonella_vinsonii,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella
Basilea_psittacipulmonis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Basilea
Bathymodiolus_thermophilus,NA,NA,NA,NA,NA,NA
Baumannia_cicadellinicola,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
Bdellovibrio_bacteriovorus,Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Bdellovibrio_exovorus,Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Beggiatoa_leptomitoformis,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa
Beijerinckia_indica,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia
Belliella_baltica,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Belliella
Bernardetia_litoralis,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Bernadetiaceae,Bernardetia
Betaproteobacteria_bacterium,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA
Beutenbergia_cavernae,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Beutenbergiaceae,Beutenbergia
Bibersteinia_trehalosi,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bibersteinia
Bifidobacterium_actinocoloniiforme,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium_adolescentis,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium_angulatum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium_animalis,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium_asteroides,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium_bifidum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium_breve,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium_catenulatum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium_choerinum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium_coryneforme,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium_dentium,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium_indicum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium_kashiwanohense,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium_longum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium_pseudocatenulatum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium_pseudolongum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium_scardovii,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium_thermophilum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Blastochloris_sp,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Blastococcus
Blastochloris_viridis,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Blastococcus
Blastococcus_saxobsidens,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Blastococcus
Blastomonas_fulva,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas
Blastomonas_sp,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas
Blattabacterium_clevelandi,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium
Blattabacterium_cuenoti,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium
Blattabacterium_punctulatus,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium
Blattabacterium_sp,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium
Blautia_hansenii,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Blautia_sp,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Blochmannia_endosymbiont,NA,NA,NA,NA,NA,NA
Blochmannia_floridanus,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Floridanus
bogorensis_NBRC,NA,NA,NA,NA,NA,NA
Bordetella_avium,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
Bordetella_bronchialis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
Bordetella_bronchiseptica,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
Bordetella_flabilis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
Bordetella_genomosp,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
Bordetella_hinzii,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
Bordetella_holmesii,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
Bordetella_parapertussis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
Bordetella_pertussis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
Bordetella_petrii,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
Bordetella_pseudohinzii,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
Bordetella_sp,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
Bordetella_trematum,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
Borrelia_afzelii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia
Borrelia_anserina,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia
Borrelia_burgdorferi,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia
Borrelia_duttonii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia
Borrelia_garinii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia
Borrelia_hermsii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia
Borrelia_mayonii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia
Borrelia_miyamotoi,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia
Borrelia_parkeri,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia
